date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:50:24	180/180	---MCZ	200	added ('OK')	text/plain	date:Sun,%2010%20May%202026%2014:20:24%20GMT	https://html.awaikenthemes.com/robots.txt		(from )
19:50:24	111346/111346	---MCZ	200	added ('OK')	text/html	etag:W/%221b2f2-646d3a96df0f5%22	https://html.awaikenthemes.com/luxine/	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/index.html	(from )
19:50:24	1769/1769	---M--	200	added ('OK')	image/png	etag:%226e9-646d3aa0032c7%22	https://html.awaikenthemes.com/luxine/images/favicon.png	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/favicon.png	(from https://html.awaikenthemes.com/luxine/)
19:50:25	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20May%202026%2014:20:26%20GMT	https://fonts.gstatic.com/	C:/My%20Web%20Sites/intex/fonts.gstatic.com/index.html	(from https://html.awaikenthemes.com/luxine/)
19:50:25	5433/5433	---MC-	200	added ('OK')	text/css	date:Sun,%2010%20May%202026%2014:20:26%20GMT	https://fonts.googleapis.com/css2?family=DM+Sans:ital,opsz,wght@0,9..40,100..1000;1,9..40,100..1000&family=Space+Grotesk:wght@300..700&display=swap	C:/My%20Web%20Sites/intex/fonts.googleapis.com/css2e86a.css	(from https://html.awaikenthemes.com/luxine/)
19:50:26	232757/232757	---MCZ	200	added ('OK')	text/css	etag:W/%2238d35-646d3a9ab2131%22	https://html.awaikenthemes.com/luxine/css/bootstrap.min.css	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/css/bootstrap.min.css	(from https://html.awaikenthemes.com/luxine/)
19:50:26	1621/1621	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2010%20May%202026%2014:20:26%20GMT	https://fonts.googleapis.com/	C:/My%20Web%20Sites/intex/fonts.googleapis.com/index.html	(from https://html.awaikenthemes.com/luxine/)
19:50:26	2505/2505	---MCZ	200	added ('OK')	text/css	etag:W/%229c9-646d3a9b13bb5%22	https://html.awaikenthemes.com/luxine/css/slicknav.min.css	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/css/slicknav.min.css	(from https://html.awaikenthemes.com/luxine/)
19:50:27	18429/18429	---MCZ	200	added ('OK')	text/css	etag:W/%2247fd-646d3a9b34727%22	https://html.awaikenthemes.com/luxine/css/swiper-bundle.min.css	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/css/swiper-bundle.min.css	(from https://html.awaikenthemes.com/luxine/)
19:50:27	74320/74320	---MCZ	200	added ('OK')	text/css	etag:W/%2212250-646d3a9a96f98%22	https://html.awaikenthemes.com/luxine/css/all.min.css	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/css/all.min.css	(from https://html.awaikenthemes.com/luxine/)
19:50:27	73589/73589	---MCZ	200	added ('OK')	text/css	etag:W/%2211f75-646d3a9a8b7ff%22	https://html.awaikenthemes.com/luxine/css/animate.css	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/css/animate.css	(from https://html.awaikenthemes.com/luxine/)
19:50:27	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%221b27-646d3a9af0d1c%22	https://html.awaikenthemes.com/luxine/css/magnific-popup.css	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/css/magnific-popup.css	(from https://html.awaikenthemes.com/luxine/)
19:50:28	6892/6892	---MCZ	200	added ('OK')	text/css	etag:W/%221aec-646d3a9afd83c%22	https://html.awaikenthemes.com/luxine/css/mousecursor.css	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/css/mousecursor.css	(from https://html.awaikenthemes.com/luxine/)
19:50:28	188183/188183	---MCZ	200	added ('OK')	text/css	etag:W/%222df17-646d3a9abc541%22	https://html.awaikenthemes.com/luxine/css/custom.css	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/css/custom.css	(from https://html.awaikenthemes.com/luxine/)
19:50:28	781/781	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2230d-646d3aac586f6%22	https://html.awaikenthemes.com/luxine/images/loader.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/loader.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:28	4158/4158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22103e-646d3aa683fca%22	https://html.awaikenthemes.com/luxine/images/icon-phone-white.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-phone-white.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:28	840/840	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22348-646d3aa6209ee%22	https://html.awaikenthemes.com/luxine/images/icon-mail-white.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-mail-white.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:29	3376/3376	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d30-646d3aac89820%22	https://html.awaikenthemes.com/luxine/images/logo.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/logo.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:29	111346/111346	---MCZ	200	added ('OK')	text/html	etag:W/%221b2f2-646d3a96df0f5%22	https://html.awaikenthemes.com/luxine/index.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/index-2.html	(from https://html.awaikenthemes.com/luxine/)
19:50:29	81801/81801	---MCZ	200	added ('OK')	text/html	etag:W/%2213f89-646d3a97616ea%22	https://html.awaikenthemes.com/luxine/index-2.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/index-3.html	(from https://html.awaikenthemes.com/luxine/)
19:50:29	107285/107285	---MCZ	200	added ('OK')	text/html	etag:W/%221a315-646d3a977a174%22	https://html.awaikenthemes.com/luxine/index-3.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/index-4.html	(from https://html.awaikenthemes.com/luxine/)
19:50:30	93005/93005	---MCZ	200	added ('OK')	text/html	etag:W/%2216b4d-646d3a98fa9dd%22	https://html.awaikenthemes.com/luxine/about.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/about.html	(from https://html.awaikenthemes.com/luxine/)
19:50:30	72064/72064	---MCZ	200	added ('OK')	text/html	etag:W/%2211980-646d3a97fc769%22	https://html.awaikenthemes.com/luxine/services.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/services.html	(from https://html.awaikenthemes.com/luxine/)
19:50:30	30067/30067	---MCZ	200	added ('OK')	text/html	etag:W/%227573-646d3a98fb1ad%22	https://html.awaikenthemes.com/luxine/blog.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/blog.html	(from https://html.awaikenthemes.com/luxine/)
19:50:30	42288/42288	---MCZ	200	added ('OK')	text/html	etag:W/%22a530-646d3a97f17a1%22	https://html.awaikenthemes.com/luxine/service-single.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/service-single.html	(from https://html.awaikenthemes.com/luxine/)
19:50:30	26765/26765	---MCZ	200	added ('OK')	text/html	etag:W/%22688d-646d3a9905d8d%22	https://html.awaikenthemes.com/luxine/blog-single.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/blog-single.html	(from https://html.awaikenthemes.com/luxine/)
19:50:31	25862/25862	---MCZ	200	added ('OK')	text/html	etag:W/%226506-646d3a9787464%22	https://html.awaikenthemes.com/luxine/projects.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/projects.html	(from https://html.awaikenthemes.com/luxine/)
19:50:31	39853/39853	---MCZ	200	added ('OK')	text/html	etag:W/%229bad-646d3a97dd368%22	https://html.awaikenthemes.com/luxine/project-single.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/project-single.html	(from https://html.awaikenthemes.com/luxine/)
19:50:31	36090/36090	---MCZ	200	added ('OK')	text/html	etag:W/%228cfa-646d3a97fb7c9%22	https://html.awaikenthemes.com/luxine/team.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/team.html	(from https://html.awaikenthemes.com/luxine/)
19:50:31	35912/35912	---MCZ	200	added ('OK')	text/html	etag:W/%228c48-646d3a985af26%22	https://html.awaikenthemes.com/luxine/team-single.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/team-single.html	(from https://html.awaikenthemes.com/luxine/)
19:50:32	61452/61452	---MCZ	200	added ('OK')	text/html	etag:W/%22f00c-646d3a9768833%22	https://html.awaikenthemes.com/luxine/pricing.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/pricing.html	(from https://html.awaikenthemes.com/luxine/)
19:50:32	60365/60365	---MCZ	200	added ('OK')	text/html	etag:W/%22ebcd-646d3a9883798%22	https://html.awaikenthemes.com/luxine/testimonials.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/testimonials.html	(from https://html.awaikenthemes.com/luxine/)
19:50:32	25077/25077	---MCZ	200	added ('OK')	text/html	etag:W/%2261f5-646d3a96d606c%22	https://html.awaikenthemes.com/luxine/image-gallery.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/image-gallery.html	(from https://html.awaikenthemes.com/luxine/)
19:50:32	25246/25246	---MCZ	200	added ('OK')	text/html	etag:W/%22629e-646d3a9871a6f%22	https://html.awaikenthemes.com/luxine/video-gallery.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/video-gallery.html	(from https://html.awaikenthemes.com/luxine/)
19:50:32	49248/49248	---MCZ	200	added ('OK')	text/html	etag:W/%22c060-646d3a97109ef%22	https://html.awaikenthemes.com/luxine/faqs.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/faqs.html	(from https://html.awaikenthemes.com/luxine/)
19:50:33	20834/20834	---MCZ	200	added ('OK')	text/html	etag:W/%225162-646d3a9879f3f%22	https://html.awaikenthemes.com/luxine/404.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/404.html	(from https://html.awaikenthemes.com/luxine/)
19:50:33	28410/28410	---MCZ	200	added ('OK')	text/html	etag:W/%226efa-646d3a990bf36%22	https://html.awaikenthemes.com/luxine/contact.html	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/contact.html	(from https://html.awaikenthemes.com/luxine/)
19:50:33	813/813	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2232d-646d3aa41cfd6%22	https://html.awaikenthemes.com/luxine/images/icon-asterisk-white.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-asterisk-white.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:35	1022391/1022391	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20May%202026%2014:20:34%20GMT	https://www.youtube.com/watch?v=Y-x0efG1seA	C:/My%20Web%20Sites/intex/www.youtube.com/watch60d8.html	(from https://html.awaikenthemes.com/luxine/)
19:50:36	2040/2040	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227f8-646d3aa3e1e83%22	https://html.awaikenthemes.com/luxine/images/icon-about-item-1.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-about-item-1.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:36	204865/204865	---M--	200	added ('OK')	image/jpeg	etag:%2232041-646d3a9da6acb%22	https://html.awaikenthemes.com/luxine/images/about-us-image-2.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/about-us-image-2.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:36	309654/309654	---M--	200	added ('OK')	image/jpeg	etag:%224b996-646d3a9d463cf%22	https://html.awaikenthemes.com/luxine/images/about-us-image-1.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/about-us-image-1.jpg	(from https://html.awaikenthemes.com/luxine/)
